ticker,buy,open,high,low,p_close,p_open,p_high,p_low,ibov_open,ibov_current,ibov_high,ibov_low,ibov_p_open,ibov_p_close,ibov_p_high,ibov_p_low,sell,take_profit,stop_loss,volume,avg_volume,bands_base,bands_lower,bands_upper,ma_4,ma_9,ma_21,ma_200,sma_4,sma_9,sma_21,sma_200,rsi_2,rsi_14,buy_date,sell_date,buy_day_of_week,profit
BPAC11,29.430000,29.310000,29.430000,28.770000,28.790000,29.420000,29.420000,28.570000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.130000,31.120000,28.570000,234,1746.250000,27.544500,24.297178,30.791822,29.233408,28.855327,27.547630,21.304631,29.390000,29.022222,27.455714,20.382250,63.516130,70.380928,2019.02.07,2019.02.08,4,true
BPAC11,32.480000,32.280000,32.480000,32.090000,32.030000,32.100000,32.470000,31.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.980000,34.970000,31.220000,22,3309.200000,30.978500,27.283291,34.673709,32.419353,32.242806,30.824803,22.479398,32.342500,32.802222,30.877619,21.030400,61.601032,67.721124,2019.02.22,2019.03.18,5,true
BPAC11,35.390000,34.600000,35.390000,34.400000,34.310000,35.190000,35.370000,33.510000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.500000,39.090000,33.510000,2371,3837.850000,33.647000,31.213787,36.080213,34.857075,34.553923,33.647206,24.510127,34.652500,34.770000,33.570000,22.469050,83.957762,66.405620,2019.03.26,2019.03.27,2,false
BPAC11,36.960000,36.680000,36.960000,36.680000,36.570000,36.440000,36.880000,35.640000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.480000,39.360000,35.640000,5,4400.000000,35.718000,33.258442,38.177558,36.791190,36.555630,35.667370,26.024531,36.797500,36.848889,35.703333,23.791350,70.867570,61.658090,2019.04.15,2019.04.24,1,true
BPAC11,37.160000,37.160000,37.160000,37.160000,37.130000,36.770000,37.130000,36.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.450000,39.010000,36.190000,1,4485.550000,35.992500,33.432009,38.552991,37.025041,36.800707,36.008902,26.349741,37.010000,36.895556,35.931905,24.095100,88.832903,62.792274,2019.04.18,2019.04.24,4,true
BPAC11,46.090000,46.090000,46.090000,46.090000,45.690000,45.490000,46.070000,44.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.540000,49.110000,44.550000,1,9073.950000,42.367500,36.887625,47.847375,45.752310,44.821838,42.862086,30.468499,45.790000,44.868889,42.206190,27.773950,77.683246,71.383600,2019.06.05,2019.06.05,3,false
BPAC11,46.970000,46.760000,46.970000,46.360000,46.260000,46.560000,46.950000,45.780000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.770000,49.290000,45.780000,283,8898.700000,43.966500,38.385420,49.547580,46.591199,45.986428,44.230607,31.245475,46.772500,46.123333,43.736190,28.461100,71.511780,65.672653,2019.06.12,2019.06.13,3,false
BPAC11,44.020000,44.020000,44.020000,44.020000,42.720000,43.640000,43.640000,41.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.910000,48.860000,41.030000,1,8209.100000,40.674500,37.103750,44.245250,43.209849,42.284500,40.861181,29.661372,43.180000,41.912222,40.665238,27.078450,83.845529,71.518344,2019.05.29,2019.06.21,3,true
BPAC11,46.270000,44.370000,46.270000,44.070000,44.160000,46.090000,46.260000,43.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.320000,51.300000,43.740000,7185,9610.650000,42.621500,37.258966,47.984034,45.496186,44.802670,43.012392,30.606715,45.447500,45.045556,42.461429,27.904600,72.206314,67.236610,2019.06.06,2019.07.04,4,true
BPAC11,48.620000,48.610000,48.620000,48.590000,48.610000,47.930000,48.610000,47.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.490000,51.490000,47.170000,19,10360.800000,47.053500,44.365435,49.741565,48.475977,48.090660,46.719376,32.974438,48.395000,48.285556,47.049048,30.035850,67.163179,65.294886,2019.06.28,2019.07.04,5,true
BPAC11,49.920000,49.890000,49.920000,49.890000,49.890000,49.010000,49.890000,48.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.590000,53.590000,48.040000,4,10292.600000,47.938000,45.286860,50.589140,49.569847,49.044046,47.668167,33.631344,49.442500,49.023333,47.758095,30.640800,83.688939,67.265350,2019.07.04,2019.07.05,4,true
BPAC11,57.710000,57.710000,57.710000,57.710000,57.220000,56.100000,57.480000,55.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.760000,60.900000,55.770000,1,9146.350000,51.954500,44.577141,59.331859,56.991351,55.495698,52.454237,35.393285,56.997500,55.803333,51.704762,32.116700,88.914575,79.232383,2019.07.17,2019.07.18,3,false
BPAC11,60.250000,58.890000,60.250000,58.890000,58.290000,60.240000,60.240000,58.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.530000,64.520000,58.100000,198,8348.050000,56.724000,52.676638,60.771362,59.377466,58.226291,56.148937,38.192566,59.770000,57.587778,56.665714,34.692450,68.144146,68.697444,2019.08.06,2019.08.09,2,true
