ticker,buy,open,high,low,p_close,p_open,p_high,p_low,ibov_open,ibov_current,ibov_high,ibov_low,ibov_p_open,ibov_p_close,ibov_p_high,ibov_p_low,sell,take_profit,stop_loss,volume,avg_volume,bands_base,bands_lower,bands_upper,ma_4,ma_9,ma_21,ma_200,sma_4,sma_9,sma_21,sma_200,rsi_2,rsi_14,buy_date,sell_date,buy_day_of_week,profit
BPAC11,65.170000,65.170000,65.170000,65.170000,61.720000,63.200000,63.340000,60.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.540000,68.920000,60.550000,1,7879.000000,58.472500,51.471418,65.473582,63.378449,61.785332,58.924414,39.424714,63.452500,61.817778,58.412857,35.788850,80.647729,72.749374,2019.08.13,2019.08.15,2,false
BPAC11,63.160000,61.720000,63.160000,61.400000,60.680000,61.610000,63.150000,59.730000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.000000,69.990000,59.730000,1619,8569.750000,59.468500,52.795356,66.141644,62.057489,61.615381,59.679225,40.277160,61.625000,62.270000,59.261429,36.627550,81.475434,64.929541,2019.08.19,2019.08.23,1,false
BPAC11,63.670000,63.590000,63.670000,63.530000,63.520000,63.190000,63.630000,62.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.450000,66.390000,62.250000,17,8366.950000,57.634000,48.285243,66.982757,63.250515,61.878512,59.365157,47.034376,63.320000,62.003333,57.435714,45.871700,77.635252,69.952489,2019.10.31,2019.11.05,4,true
BPAC11,74.450000,74.450000,74.450000,74.450000,73.900000,73.740000,74.440000,72.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,78.950000,78.940000,72.190000,1,8938.550000,71.057000,65.601236,76.512764,73.919892,73.137564,70.964584,53.169768,73.840000,73.817778,70.908095,52.078900,84.387922,66.174203,2019.12.18,2020.02.12,3,true
BPAC11,42.760000,42.760000,42.760000,42.760000,41.670000,39.680000,42.250000,38.980000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.950000,48.790000,38.980000,1,16303.800000,37.374000,30.154259,44.593741,41.368779,40.146038,39.834418,54.637928,40.997500,40.520000,37.137619,60.073600,88.923370,53.410896,2020.04.23,2020.04.24,4,false
BPAC11,41.040000,40.850000,41.040000,40.570000,39.760000,38.780000,41.010000,38.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.270000,46.470000,38.280000,139,18485.050000,35.270000,26.763008,43.776992,40.219791,38.839538,39.388436,55.210425,40.202500,38.600000,35.105714,60.249950,78.124169,49.917243,2020.04.16,2020.04.24,4,false
BPAC11,41.590000,41.570000,41.590000,41.570000,40.980000,40.360000,41.570000,39.780000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.770000,45.150000,39.780000,2,15580.350000,39.848000,34.560049,45.135951,41.649363,41.228753,40.543772,53.720069,42.032500,41.293333,39.461429,59.573150,47.989500,50.976158,2020.05.05,2020.05.06,2,false
BPAC11,49.480000,48.570000,49.480000,47.920000,48.570000,49.470000,49.470000,46.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54.440000,54.430000,46.990000,4254,14002.750000,42.711000,32.274369,53.147631,49.077640,47.479038,44.493855,51.872282,49.492500,48.013333,42.628571,58.137400,62.545689,63.430471,2020.06.01,2020.06.02,1,true
BPAC11,62.500000,62.500000,62.500000,62.500000,60.470000,60.660000,61.770000,59.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.950000,66.930000,59.190000,1,18620.600000,54.351500,39.165125,69.537875,62.084872,60.487326,55.095193,52.779946,62.092500,62.023333,53.696667,58.086550,60.704526,68.776035,2020.06.16,2020.06.18,2,true
BPAC11,89.700000,89.000000,89.700000,88.810000,88.700000,89.490000,89.690000,86.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,86.750000,95.530000,86.770000,111,16086.350000,82.724500,72.219019,93.229981,89.045601,87.288592,82.135780,59.385571,89.795000,87.113333,82.426667,61.513250,66.392054,71.676475,2020.07.23,2020.07.24,4,false
BPAC11,87.980000,87.980000,87.980000,87.980000,86.920000,87.970000,87.970000,83.230000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,83.200000,97.450000,83.230000,1,16522.150000,83.963000,75.258052,92.667948,87.778016,87.073499,82.889660,59.918908,87.750000,87.707778,83.563333,61.831050,61.279080,67.172784,2020.07.27,2020.07.29,1,false
BBDC3,9.870000,9.780000,9.870000,9.560000,9.730000,9.860000,9.860000,9.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.540000,10.540000,9.520000,11751,4567.150000,9.236000,8.138687,10.333313,9.848263,9.703755,9.349680,8.487594,9.885000,9.803333,9.206190,8.434350,56.519104,66.347707,2012.11.29,2012.12.03,4,true
BBDC3,11.290000,11.180000,11.290000,11.180000,11.070000,11.100000,11.280000,11.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.780000,11.780000,11.030000,22,7475.600000,10.957000,10.241288,11.672712,11.197474,11.158021,10.832791,8.938250,11.137500,11.217778,10.905238,8.695150,78.591755,63.817311,2013.01.02,2013.01.03,3,true
BBDC3,11.250000,11.250000,11.250000,11.250000,11.160000,10.930000,11.220000,10.920000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.840000,11.820000,10.920000,1,8887.350000,10.559000,9.543640,11.574360,11.168351,11.001395,10.524652,8.795336,11.157500,11.040000,10.524286,8.616050,75.963048,72.744053,2012.12.19,2013.01.03,3,true
BBDC3,11.930000,11.790000,11.930000,11.790000,11.780000,11.890000,11.890000,11.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.700000,12.250000,11.710000,5,3522.800000,11.493500,10.778286,12.208714,11.869471,11.764330,11.401182,9.166788,11.897500,11.843333,11.469048,8.817000,67.405397,64.838385,2013.01.14,2013.01.16,1,false
BBDC3,11.880000,11.820000,11.880000,11.750000,11.720000,11.810000,11.870000,11.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.630000,12.310000,11.650000,42,4328.250000,11.323000,10.530785,12.115215,11.796441,11.640800,11.236552,9.083465,11.840000,11.571111,11.280952,8.770200,69.942416,66.478859,2013.01.09,2013.01.28,3,false
BBDC3,12.580000,12.580000,12.580000,12.580000,12.530000,12.510000,12.550000,12.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.100000,13.090000,12.280000,1,5334.700000,11.688500,10.536940,12.840060,12.491353,12.247909,11.875356,11.228913,12.527500,12.224444,11.680476,11.667200,74.279144,66.907188,2013.09.16,2013.09.18,1,true
BBDC3,13.030000,12.810000,13.030000,12.810000,12.900000,12.950000,12.990000,12.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.760000,13.430000,12.770000,11,5724.750000,12.291000,11.002607,13.579393,12.942270,12.793017,12.388270,11.343395,12.905000,12.840000,12.226190,11.765350,80.243376,67.481987,2013.09.25,2013.09.25,3,false
BBDC3,12.940000,12.490000,12.940000,12.450000,12.310000,12.890000,12.930000,12.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.300000,14.170000,12.310000,4122,5557.200000,11.573500,9.760974,13.386026,12.686080,12.401595,11.828258,11.454273,12.745000,12.498889,11.528571,11.640250,71.617091,68.614318,2014.04.07,2014.04.10,1,false
